customer_id,name,email,gender,age,location,join_date,persona
3037,Dr. Judy Wagner,gbutler@example.net,Female,34,Mumbai,2021-12-31,Family Shopper
3038,Gloria Sharp,taylorholly@example.org,Female,40,Mumbai,2020-08-08,Family Shopper
3039,Ashley Reynolds,adamtaylor@example.com,Male,35,Bengaluru,2022-03-16,Fashionista
3040,Susan Osborne,johngarcia@example.com,Female,54,Bengaluru,2020-12-18,Fashionista
3041,Sarah Jones,nathan79@example.com,Female,26,Kanpur,2023-12-07,Fashionista
3042,Anthony Rios,qallen@example.com,Female,58,Bengaluru,2022-02-08,Family Shopper
3043,Cory Johnson,tanthony@example.org,Male,27,Indore,2023-11-21,Family Shopper
3044,Mary Roman,adamfrank@example.net,Female,23,Kanpur,2024-08-27,Family Shopper
3045,Christopher Tyler,davismichael@example.org,Female,37,Nagpur,2024-11-14,Family Shopper
3046,Dylan Andrews,slewis@example.org,Female,56,Hyderabad,2023-06-28,Family Shopper
3047,Michelle Flores,carol66@example.com,Female,31,Bhopal,2022-07-12,Family Shopper
3048,Michael Smith,johnsonrobert@example.com,Female,59,Chennai,2023-08-03,Family Shopper
3049,Vincent Cline,john83@example.com,Female,18,Bengaluru,2023-09-24,Tech Enthusiast
3050,Evan Chavez,irowland@example.org,Male,75,Varanasi,2022-10-24,Fashionista
3051,Charlene Powell,melissawatson@example.net,Female,18,Delhi,2020-10-28,Tech Enthusiast
3052,Alan Cooley,pamela09@example.net,Female,59,Delhi,2025-02-12,Tech Enthusiast
3053,Sharon Koch,yking@example.org,Female,27,Mumbai,2024-03-20,Fashionista
3054,Melissa Roberson,matthew37@example.org,Female,55,Kolkata,2023-06-08,Family Shopper
3055,April Sanchez,gonzalesdylan@example.org,Male,37,Delhi,2020-07-17,Tech Enthusiast
3056,Rodney Daniel,wcampbell@example.org,Female,21,Indore,2023-06-29,Tech Enthusiast
3057,Crystal Lee,baileyheather@example.com,Female,29,Nagpur,2022-02-20,Fashionista
3058,Brandon Padilla,jacob93@example.org,Female,42,Kolkata,2022-08-11,Tech Enthusiast
3059,Michael Leblanc,amy73@example.org,Female,22,Kolkata,2020-11-26,Fashionista
3060,Cheryl Moore,hughesapril@example.net,Female,20,Indore,2023-03-14,Tech Enthusiast
3061,Elizabeth Martin,robinsondaniel@example.net,Female,54,Mumbai,2022-02-21,Family Shopper
3062,Jacob Chambers,jthomas@example.com,Male,55,Chennai,2022-09-05,Tech Enthusiast
3063,Jennifer Phillips,joycebetty@example.com,Female,37,Kanpur,2021-10-18,Fashionista
3064,Christine Parker,lonniecarr@example.net,Female,19,Lucknow,2024-08-10,Tech Enthusiast
3065,Katherine Perez,gperry@example.org,Female,24,Jodhpur,2021-05-22,Family Shopper
3066,Heather King,luis07@example.net,Female,24,Gorakhpur,2022-09-24,Fashionista
3067,Melissa Carrillo,davidwilliams@example.com,Male,26,Nagpur,2022-06-07,Tech Enthusiast
3068,Michael Ramirez,ibutler@example.net,Male,37,Indore,2024-11-12,Family Shopper
3069,Angel Walker,umurray@example.net,Female,60,Jaipur,2023-12-17,Fashionista
3070,Sarah Reeves,michelethomas@example.com,Female,36,Bengaluru,2022-09-10,Fashionista
3071,Robert Klein,paulawhitney@example.net,Female,58,Bhopal,2023-09-22,Family Shopper
3072,Stephanie Castro,kevin31@example.com,Female,40,Jaipur,2023-09-10,Tech Enthusiast
3073,Karla Duran,acostacatherine@example.org,Female,36,Bengaluru,2022-08-23,Family Shopper
3074,Gina Williams,mikemartin@example.com,Male,23,Varanasi,2021-08-25,Family Shopper
3075,Laurie Fox,misty66@example.net,Female,20,Lucknow,2022-05-03,Fashionista
3076,Dean Newman,stephensjesse@example.com,Female,47,Bengaluru,2022-12-21,Family Shopper
3077,William English,benjaminbean@example.net,Male,36,Mumbai,2024-12-17,Family Shopper
3078,Veronica Gomez,nmosley@example.com,Male,34,Raipur,2021-12-15,Family Shopper
3079,Daniel Hodges,daniellealexander@example.com,Female,34,Delhi,2024-07-02,Fashionista
3080,Katrina Craig,audreysmith@example.org,Female,34,Mysuru,2024-06-25,Tech Enthusiast
3081,Carrie Jones,bradleypayne@example.org,Female,26,Nagpur,2021-07-24,Fashionista
3082,Pamela Davis,ajones@example.com,Male,26,Lucknow,2020-10-09,Family Shopper
3083,Emily Anderson,mark71@example.com,Female,44,Mumbai,2023-07-25,Family Shopper
3084,Mary Harmon,andrew13@example.org,Female,59,Jaipur,2021-09-30,Fashionista
3085,Christian Chavez,jasminolson@example.com,Female,27,Nagpur,2021-10-29,Tech Enthusiast
3086,Lori Smith,lunaadrian@example.net,Male,25,Lucknow,2022-07-09,Fashionista
3087,Laura Evans,johnsonchristopher@example.org,Female,18,Kanpur,2022-11-01,Tech Enthusiast
3088,Angela Davis,lisamcgee@example.net,Female,30,Jaipur,2020-12-10,Family Shopper
3089,Steve Garcia,meganmiller@example.org,Male,60,Indore,2023-08-31,Tech Enthusiast
3090,Brianna Nelson,olivertheresa@example.org,Male,33,Delhi,2022-08-10,Tech Enthusiast
3091,Juan Holder,zcarrillo@example.org,Female,38,Mysuru,2020-04-27,Family Shopper
3092,Alyssa James,benjamin94@example.com,Male,42,Meerut,2024-08-17,Fashionista
3093,Theresa Warren,hsullivan@example.com,Female,21,Jaipur,2020-10-13,Fashionista
3094,Kenneth Kelley,kchandler@example.org,Male,22,Hyderabad,2021-06-29,Family Shopper
3095,Lindsey Novak,jacqueline12@example.com,Male,34,Raipur,2024-11-12,Fashionista
3096,Tara Dunn,ana54@example.com,Female,34,Kanpur,2021-04-21,Tech Enthusiast
3097,Kevin Holt,mitchellcatherine@example.org,Female,27,Chennai,2020-05-25,Fashionista
3098,Taylor Knight,nlewis@example.com,Female,26,Gorakhpur,2023-09-27,Tech Enthusiast
3099,Lori Phillips,craigcole@example.net,Female,41,Bengaluru,2021-05-08,Family Shopper
3100,Darius Williams,victoria96@example.net,Male,21,Lucknow,2021-02-03,Family Shopper
3101,Kelly Lopez,whitneyanderson@example.com,Female,37,Indore,2020-11-18,Family Shopper
3102,Lawrence Trevino,jenniferolsen@example.org,Female,75,Nagpur,2023-09-26,Family Shopper
3103,Katrina Robbins,williamskevin@example.org,Female,26,Delhi,2022-02-26,Tech Enthusiast
3104,Kimberly Mcdowell,ryanstewart@example.com,Female,35,Hyderabad,2021-03-19,Family Shopper
3105,Diane Cox,johnstonjoanna@example.org,Male,38,Hyderabad,2021-07-29,Tech Enthusiast
3106,William Henry,gwilkerson@example.net,Female,39,Jodhpur,2025-01-11,Fashionista
3107,Dr. Dominique Cruz,dannycowan@example.net,Female,54,Kolkata,2020-12-21,Fashionista
3108,Tony Sloan,frank24@example.org,Female,34,Mumbai,2021-03-12,Fashionista
3109,Jordan Nicholson,tylerjohnson@example.net,Female,18,Hyderabad,2025-03-21,Family Shopper
3110,Jared Wright,fergusontimothy@example.org,Female,21,Varanasi,2021-12-03,Family Shopper
3111,Robert Foster,uwilson@example.net,Female,40,Kanpur,2020-08-10,Family Shopper
3112,Lori Mills,michelle62@example.com,Female,29,Jodhpur,2022-07-15,Family Shopper
3113,Philip Barker,huffrandall@example.net,Male,57,Lucknow,2023-10-18,Fashionista
3114,Denise Perez,jsawyer@example.net,Female,20,Gorakhpur,2021-01-12,Fashionista
3115,Stephanie Collins,lisasparks@example.org,Female,22,Bengaluru,2024-10-03,Family Shopper
3116,Ronald Roman,graydaniel@example.com,Female,52,Chennai,2021-03-14,Family Shopper
3117,Annette Cummings,linerica@example.net,Female,20,Hyderabad,2024-01-08,Fashionista
3118,Alexa Washington,taylormelinda@example.net,Male,24,Hyderabad,2024-11-19,Tech Enthusiast
3119,Margaret Trujillo,apage@example.com,Male,28,Mysuru,2021-06-23,Family Shopper
3120,Amy Hart,lisawebb@example.org,Female,21,Mumbai,2023-09-07,Fashionista
3121,Anne Carter,christie41@example.net,Female,28,Lucknow,2024-04-09,Family Shopper
3122,James Tran,jasonsalazar@example.net,Male,31,Lucknow,2020-05-22,Tech Enthusiast
3123,Thomas Davis,masondevin@example.net,Male,31,Gorakhpur,2023-06-07,Tech Enthusiast
3124,Brian Chapman,nicolas82@example.net,Male,18,Nagpur,2022-09-04,Tech Enthusiast
3125,Jessica Rodgers,ulee@example.com,Female,62,Kolkata,2022-05-02,Family Shopper
3126,Christina Henson,ksmith@example.net,Female,30,Nagpur,2023-12-08,Fashionista
3127,Jay Neal,bchavez@example.net,Male,34,Lucknow,2023-12-05,Fashionista
3128,Valerie Joyce,laurawilson@example.com,Female,65,Kolkata,2022-05-29,Fashionista
3129,Sheri Thomas,cortezdiane@example.org,Female,37,Chennai,2022-07-26,Family Shopper
3130,Jason Meyer,kurt15@example.com,Female,24,Chennai,2020-10-11,Fashionista
3131,James Todd,svargas@example.net,Female,69,Gorakhpur,2022-08-20,Family Shopper
3132,Brent Moore,iturner@example.org,Male,34,Varanasi,2020-11-25,Family Shopper
3133,Andrew Washington,shellyhill@example.net,Female,60,Raipur,2024-01-20,Tech Enthusiast
3134,Mr. Kevin Wilson,davidsmith@example.com,Female,56,Hyderabad,2023-08-05,Family Shopper
3135,Robert Woods,karenstewart@example.com,Male,51,Bengaluru,2023-08-19,Family Shopper
3136,Frank Brown,sharonkhan@example.com,Male,23,Indore,2022-08-05,Fashionista
3137,Toni Spence MD,maria61@example.com,Female,55,Indore,2025-03-26,Family Shopper
3138,Joseph King,colleenpacheco@example.com,Male,42,Hyderabad,2021-03-31,Tech Enthusiast
3139,Alexander Macdonald,vreynolds@example.net,Female,27,Kolkata,2022-10-19,Fashionista
3140,Ms. Kim Forbes,kskinner@example.com,Female,29,Bengaluru,2020-11-25,Fashionista
3141,Anthony Clark,frivers@example.net,Female,48,Jodhpur,2021-10-23,Tech Enthusiast
3142,Albert Rivera,oneillwilliam@example.com,Female,36,Kolkata,2025-03-21,Fashionista
3143,Ryan Lawrence,rebecca15@example.org,Male,40,Kolkata,2022-07-25,Fashionista
3144,James Black,jessicawilliams@example.net,Female,31,Mumbai,2021-12-28,Family Shopper
3145,Amanda Miller,gcarlson@example.net,Male,45,Nagpur,2021-01-06,Fashionista
3146,Cynthia Clark,carl03@example.org,Female,57,Kolkata,2024-08-10,Tech Enthusiast
3147,Kyle Alvarez,kellie87@example.net,Female,32,Lucknow,2021-06-29,Family Shopper
3148,Tammy Davis,cjoyce@example.net,Male,72,Lucknow,2024-04-30,Tech Enthusiast
3149,Joseph Harris,dixoncassandra@example.org,Male,29,Jaipur,2025-01-16,Fashionista
3150,Lisa Jones,chelseaphillips@example.net,Female,24,Bengaluru,2023-05-12,Family Shopper
3151,Isaac Key,sarahjohnson@example.net,Female,26,Delhi,2020-06-01,Tech Enthusiast
3152,Eric Jefferson,nmiller@example.org,Female,22,Nagpur,2023-09-02,Tech Enthusiast
3153,Anna Martinez,codyclark@example.org,Male,24,Delhi,2020-08-21,Fashionista
3154,Martin Reyes,amandabrooks@example.net,Male,29,Mumbai,2022-07-07,Fashionista
3155,Daniel Myers,jennifermurphy@example.com,Male,31,Kolkata,2023-11-23,Tech Enthusiast
3156,Timothy Robinson,sarah89@example.org,Male,56,Kolkata,2022-10-31,Family Shopper
3157,Andrea Cole,nmejia@example.org,Male,19,Varanasi,2022-08-30,Family Shopper
3158,Alexis Reynolds,danielbaker@example.net,Female,40,Jaipur,2024-01-10,Tech Enthusiast
3159,Marcus Carroll,mcdowelleric@example.net,Female,30,Hyderabad,2020-06-26,Family Shopper
3160,Alexander Carson,mcbriderichard@example.org,Female,20,Hyderabad,2021-07-22,Family Shopper
3161,Justin Jacobs,patrickbenson@example.com,Female,37,Chennai,2024-02-18,Family Shopper
3162,Caitlin Taylor,vaughanandrea@example.org,Female,44,Bhopal,2024-05-21,Family Shopper
3163,Laura Wright,robertsphilip@example.org,Male,46,Chennai,2023-01-01,Family Shopper
3164,Robert Wilson,kennedychristopher@example.net,Male,30,Bengaluru,2021-08-26,Family Shopper
3165,Kevin Adams,pattersonalexis@example.com,Female,30,Nagpur,2022-09-20,Fashionista
3166,Sara Saunders,richardsondana@example.net,Female,21,Nagpur,2023-12-09,Fashionista
3167,Charles Coleman,paul53@example.net,Male,73,Kolkata,2025-03-11,Fashionista
3168,Angela Smith,lyonstina@example.net,Female,46,Kolkata,2022-05-31,Tech Enthusiast
3169,Brian Reyes,carriewilliams@example.org,Female,36,Kanpur,2023-07-15,Family Shopper
3170,Steven Mcdonald,andrea88@example.org,Female,54,Kolkata,2024-07-29,Family Shopper
3171,Matthew Miller,jonathan94@example.net,Female,27,Kolkata,2024-12-02,Fashionista
3172,Sharon Walters,megan47@example.com,Male,57,Delhi,2023-10-07,Family Shopper
3173,Ryan Martin,judy18@example.com,Male,52,Kolkata,2022-11-16,Family Shopper
3174,Cassandra Chavez,edwardsjoshua@example.com,Male,30,Bhopal,2021-02-24,Fashionista
3175,Jessica Hoffman,zlewis@example.org,Male,27,Bhopal,2024-06-19,Tech Enthusiast
3176,Linda Short,muellerryan@example.com,Female,53,Mumbai,2021-07-18,Family Shopper
3177,David Fitzpatrick,howardwilliam@example.net,Male,34,Delhi,2022-11-29,Tech Enthusiast
3178,Darrell Cline,kcooper@example.org,Female,24,Kolkata,2023-07-26,Family Shopper
3179,Michael Smith,bridget89@example.org,Male,59,Kanpur,2021-03-14,Fashionista
3180,Dwayne Watson,dawnjones@example.com,Male,35,Mysuru,2024-02-19,Family Shopper
3181,Randy Morris,jesse16@example.com,Female,20,Varanasi,2021-02-03,Family Shopper
3182,Jeffrey Greene,donaldfletcher@example.com,Male,39,Kolkata,2020-07-21,Fashionista
3183,Jason Newman,williamsjoshua@example.org,Female,48,Kanpur,2020-06-05,Fashionista
3184,Henry Phelps,elizabethmorton@example.org,Female,19,Meerut,2023-11-06,Tech Enthusiast
3185,Paula Ramirez,josephbass@example.com,Male,41,Raipur,2024-02-19,Family Shopper
3186,Michelle Fitzpatrick,jennifer72@example.net,Female,31,Kolkata,2022-12-21,Family Shopper
3187,Rose Randall,amandatorres@example.net,Male,53,Mumbai,2023-03-21,Family Shopper
3188,Shawn Jarvis,yphelps@example.com,Female,36,Kolkata,2021-01-08,Fashionista
3189,Daniel Bell,thomas82@example.net,Female,22,Meerut,2022-01-08,Fashionista
3190,Megan Powell,josekim@example.org,Female,23,Nagpur,2024-05-29,Tech Enthusiast
3191,Colton Johnson,barbara87@example.net,Male,47,Varanasi,2023-05-03,Fashionista
3192,James Tucker,jason59@example.org,Female,47,Bhopal,2024-12-19,Tech Enthusiast
3193,Robert Wood,bryan22@example.com,Male,30,Kanpur,2021-10-30,Fashionista
3194,Angela Henry,cpark@example.net,Female,27,Bengaluru,2020-04-02,Family Shopper
3195,Christopher Graham,williamsdavid@example.org,Female,32,Chennai,2020-08-06,Fashionista
3196,Jonathan Craig,karen46@example.com,Male,55,Nagpur,2021-11-30,Tech Enthusiast
3197,Derek Davis,john76@example.com,Female,48,Hyderabad,2024-11-09,Tech Enthusiast
3198,Nicholas Perry,mary72@example.org,Female,18,Nagpur,2021-09-28,Tech Enthusiast
3199,Robert Morris,maytiffany@example.com,Female,18,Nagpur,2022-02-05,Family Shopper
3200,Patrick Nguyen,joshua08@example.org,Female,60,Gorakhpur,2024-08-13,Fashionista
3201,Alexis Martin,matthew09@example.org,Male,47,Gorakhpur,2023-05-03,Family Shopper
3202,Benjamin Goodwin,pkramer@example.net,Female,31,Jaipur,2021-09-24,Tech Enthusiast
3203,Kyle Ellis,grayjessica@example.com,Female,48,Chennai,2021-02-27,Family Shopper
3204,Vicki Adkins,heatherellis@example.com,Female,33,Delhi,2023-02-18,Family Shopper
3205,Tracy Williams,blairelizabeth@example.net,Female,38,Mumbai,2022-07-24,Family Shopper
3206,Laurie Richardson,calhounkristen@example.org,Female,40,Delhi,2020-07-11,Tech Enthusiast
3207,Troy Rivera,gabriel57@example.org,Male,24,Mumbai,2022-04-24,Fashionista
3208,Jennifer Morgan,svillanueva@example.net,Female,26,Chennai,2021-08-07,Fashionista
3209,Richard Boyd,xgarcia@example.net,Male,20,Indore,2024-03-20,Tech Enthusiast
3210,Jessica Carter,jacobsonpenny@example.org,Female,40,Kolkata,2021-10-15,Fashionista
3211,Maria Farmer,emmanelson@example.org,Female,26,Delhi,2020-12-09,Fashionista
3212,Tiffany Day,christophermoreno@example.net,Female,21,Gorakhpur,2020-06-14,Tech Enthusiast
3213,Kristen Valenzuela,ppatrick@example.com,Female,32,Bengaluru,2023-07-20,Fashionista
3214,Eric Gordon,steven02@example.com,Female,58,Chennai,2024-03-18,Family Shopper
3215,Susan Alexander,steven03@example.net,Female,31,Lucknow,2023-02-21,Tech Enthusiast
3216,Susan Neal,murphyelizabeth@example.com,Male,18,Bhopal,2021-03-07,Tech Enthusiast
3217,Dwayne Morris,sullivanshelly@example.org,Male,36,Hyderabad,2024-02-08,Tech Enthusiast
3218,Sheena Gamble,jessicabaker@example.com,Male,34,Hyderabad,2024-11-28,Family Shopper
3219,Keith Fisher,brianrodriguez@example.net,Female,52,Chennai,2023-10-11,Family Shopper
3220,Troy Wilson,perezjames@example.com,Male,56,Raipur,2021-01-11,Fashionista
3221,Gabriel Roberts,smithdenise@example.com,Male,31,Mumbai,2025-03-10,Fashionista
3222,Johnny Sawyer,wchristensen@example.org,Male,37,Jaipur,2021-01-15,Tech Enthusiast
3223,Roberto May,mossholly@example.com,Female,57,Kanpur,2021-12-12,Tech Enthusiast
3224,Nicholas Carroll,yfoster@example.org,Male,24,Nagpur,2023-11-01,Tech Enthusiast
3225,Kristin Blair,derrick30@example.net,Female,21,Jodhpur,2022-04-18,Family Shopper
3226,Crystal Hudson,eclark@example.org,Male,37,Mysuru,2021-06-10,Tech Enthusiast
3227,Derek Malone,kingjennifer@example.net,Male,36,Raipur,2022-09-25,Tech Enthusiast
3228,Christian Calhoun,eileen43@example.org,Female,23,Delhi,2022-11-12,Fashionista
3229,Gregory Barrera,qmurphy@example.org,Female,40,Varanasi,2023-09-22,Family Shopper
3230,Amanda Murillo,alandominguez@example.net,Female,51,Hyderabad,2023-02-20,Tech Enthusiast
3231,Amy Li,wvega@example.com,Female,60,Nagpur,2024-01-26,Family Shopper
3232,Alyssa Gordon,bwaters@example.com,Female,33,Bengaluru,2021-07-17,Family Shopper
3233,Scott Kramer,karen72@example.net,Female,48,Kolkata,2022-01-05,Tech Enthusiast
3234,Matthew Gonzalez,scameron@example.org,Male,53,Bhopal,2021-06-03,Tech Enthusiast
3235,Gregory Copeland,stacy19@example.net,Female,40,Jaipur,2024-10-01,Family Shopper
3236,Kevin Nelson,amanda50@example.org,Female,45,Varanasi,2021-02-07,Fashionista
3237,Brandon Bowers,james07@example.com,Female,26,Nagpur,2020-10-02,Fashionista
3238,Jasmin Norton,phester@example.net,Female,40,Mumbai,2022-01-28,Family Shopper
3239,Matthew Spence,chadbrown@example.org,Male,27,Kanpur,2021-01-02,Family Shopper
3240,Tamara Buchanan,lisakirby@example.com,Male,19,Kanpur,2021-02-11,Family Shopper
3241,Alyssa Payne,kayla69@example.org,Male,20,Lucknow,2023-02-11,Tech Enthusiast
3242,Hector Benitez,emily45@example.com,Male,40,Kolkata,2020-11-26,Tech Enthusiast
3243,Timothy Andrews,jryan@example.org,Female,32,Jodhpur,2023-02-03,Fashionista
3244,Roy Peterson,staceyconner@example.org,Female,36,Varanasi,2020-12-07,Fashionista
3245,James Alexander,lewiselizabeth@example.org,Female,24,Chennai,2023-09-26,Family Shopper
3246,Alison Frazier,nathanielcunningham@example.org,Female,46,Jodhpur,2024-10-01,Tech Enthusiast
3247,Sara Wang,cmiller@example.org,Male,22,Chennai,2023-06-12,Family Shopper
3248,John Mendez,amy01@example.org,Female,59,Chennai,2024-08-08,Family Shopper
3249,Rebecca Green,kayla54@example.net,Female,44,Mysuru,2022-01-12,Family Shopper
3250,Holly Scott,fmclaughlin@example.com,Male,28,Bengaluru,2021-08-06,Tech Enthusiast
3251,Robert Zhang,jill65@example.com,Male,58,Chennai,2025-03-28,Family Shopper
3252,Mckenzie Dillon,daniel45@example.net,Female,18,Mysuru,2023-04-15,Tech Enthusiast
3253,Andrew Pratt,fwalsh@example.org,Male,36,Indore,2024-10-04,Tech Enthusiast
3254,Brianna Knight,edwardsmith@example.net,Male,21,Kanpur,2024-03-07,Family Shopper
3255,Nancy Martinez,james78@example.org,Female,24,Mumbai,2023-10-09,Tech Enthusiast
3256,Kelly Mclaughlin,dawn54@example.org,Female,30,Bhopal,2022-08-02,Fashionista
3257,Cheryl Williams,berryabigail@example.com,Female,43,Meerut,2020-10-18,Fashionista
3258,Scott Greene,ppaul@example.org,Male,60,Hyderabad,2024-06-22,Tech Enthusiast
3259,Miss Darlene Gonzalez,valvarez@example.com,Male,38,Meerut,2025-03-07,Tech Enthusiast
3260,Kimberly Drake,bryan21@example.com,Female,29,Hyderabad,2022-04-11,Family Shopper
3261,Harold Johnson,melendezcourtney@example.org,Male,39,Bhopal,2023-03-14,Fashionista
3262,Kenneth Weaver,vpeterson@example.net,Female,49,Kolkata,2024-10-27,Tech Enthusiast
3263,James Clements,ppalmer@example.com,Female,46,Jodhpur,2024-04-01,Tech Enthusiast
3264,Anthony Peterson,xcrane@example.net,Female,21,Kanpur,2024-10-15,Family Shopper
3265,Alexa Sharp,iprice@example.com,Female,18,Meerut,2023-09-17,Family Shopper
3266,Billy Garcia,chrispeters@example.org,Female,54,Bengaluru,2023-04-27,Tech Enthusiast
3267,Ronald Osborne,jhouse@example.org,Male,24,Varanasi,2020-12-04,Family Shopper
3268,Sharon Woods,kweiss@example.org,Female,30,Mumbai,2021-03-25,Tech Enthusiast
3269,Tammy Aguilar,chantony@example.org,Female,59,Bhopal,2023-04-23,Fashionista
3270,Richard Johnson,ycohen@example.com,Male,32,Kolkata,2024-09-22,Fashionista
3271,Joshua Jones,jason46@example.com,Female,51,Nagpur,2021-06-21,Family Shopper
3272,James Ochoa,christopher03@example.org,Male,31,Nagpur,2021-11-22,Family Shopper
3273,Diana Kemp,derek86@example.org,Female,34,Chennai,2025-03-17,Fashionista
3274,Lori Coleman,rjones@example.com,Female,18,Delhi,2023-01-03,Fashionista
3275,Cynthia Valencia,vbrown@example.net,Female,47,Kolkata,2021-07-10,Fashionista
3276,Michelle Perez,maryramos@example.com,Female,38,Lucknow,2021-04-14,Family Shopper
3277,Rachel Stone,jodiduncan@example.net,Female,24,Indore,2023-07-11,Fashionista
3278,Charles Henson,zlove@example.net,Male,25,Hyderabad,2020-05-07,Family Shopper
3279,Lauren Calhoun,paynebrian@example.net,Male,35,Hyderabad,2020-08-17,Tech Enthusiast
3280,Adam Johnson,schneiderrobert@example.com,Female,52,Hyderabad,2024-08-15,Family Shopper
3281,Jordan Khan,sharonbutler@example.org,Male,35,Indore,2022-05-02,Fashionista
3282,Christina Pittman,htaylor@example.org,Male,61,Kanpur,2023-10-17,Tech Enthusiast
3283,Dr. Eric Burton,deckerbrooke@example.net,Male,48,Kolkata,2020-10-08,Family Shopper
3284,Justin Ford,zlopez@example.net,Male,58,Raipur,2022-02-23,Family Shopper
3285,Natasha Romero,christine46@example.org,Male,56,Meerut,2023-06-24,Family Shopper
3286,Angel Johnson,jonesanthony@example.org,Female,28,Mysuru,2023-08-29,Tech Enthusiast
3287,Crystal Lee,brownmelanie@example.net,Female,35,Jaipur,2022-07-23,Family Shopper
3288,Jennifer Oliver,cheryl72@example.net,Female,29,Hyderabad,2024-08-19,Family Shopper
3289,William Duncan,walkerdonna@example.com,Female,38,Hyderabad,2020-09-09,Tech Enthusiast
3290,Tammy Miller,kandrews@example.com,Female,39,Bhopal,2023-11-22,Tech Enthusiast
3291,Craig Cooper,josethomas@example.org,Female,38,Bhopal,2022-09-25,Tech Enthusiast
3292,Amy Hansen,bruce08@example.net,Female,37,Chennai,2024-04-01,Family Shopper
3293,Anna May,bryanjimenez@example.com,Female,37,Bengaluru,2022-03-20,Family Shopper
3294,Whitney Robertson,ryan97@example.net,Female,24,Bhopal,2020-10-21,Tech Enthusiast
3295,Cody White,xoliver@example.com,Female,29,Hyderabad,2024-03-09,Family Shopper
3296,David Lynch,rossamanda@example.net,Female,52,Indore,2021-01-25,Family Shopper
3297,Jane Mullins,wayne10@example.com,Male,32,Mysuru,2024-04-19,Family Shopper
3298,Amanda Proctor,charlotte70@example.org,Female,42,Kolkata,2025-02-08,Fashionista
3299,Chelsey Gregory,leeedwin@example.org,Female,43,Bengaluru,2025-01-05,Fashionista
3300,Samantha Chen,rcantu@example.net,Female,33,Chennai,2024-01-07,Fashionista
3301,Zachary Garcia,kevin29@example.net,Female,61,Indore,2024-06-23,Fashionista
3302,Aaron Perez,brian33@example.org,Female,35,Gorakhpur,2024-12-19,Fashionista
3303,Stephanie Carter DDS,jenniferfischer@example.com,Female,29,Kolkata,2021-09-10,Family Shopper
3304,Amanda Forbes,sara85@example.com,Female,25,Mumbai,2024-12-13,Family Shopper
3305,Dustin Allen,pwatson@example.org,Female,22,Varanasi,2023-09-04,Tech Enthusiast
3306,Christine James,marynewman@example.com,Male,29,Delhi,2021-08-12,Family Shopper
3307,Scott Martin,hancocknorma@example.com,Male,19,Bengaluru,2022-04-10,Family Shopper
3308,Victoria Rogers,david83@example.com,Female,26,Chennai,2022-08-09,Family Shopper
3309,Lauren Yates,joyce52@example.net,Female,26,Kolkata,2023-08-25,Fashionista
3310,Bryan James,gberry@example.net,Male,30,Mumbai,2021-01-06,Family Shopper
3311,Megan Gallagher,nquinn@example.com,Female,18,Kanpur,2024-07-18,Tech Enthusiast
3312,Kelly Allen,rochadustin@example.net,Male,31,Bengaluru,2024-01-04,Fashionista
3313,Carolyn Abbott,christina02@example.com,Female,56,Meerut,2021-11-21,Fashionista
3314,Jennifer Cisneros,vincentflores@example.com,Female,34,Indore,2024-05-16,Family Shopper
3315,Richard Lopez,nicholas96@example.org,Male,32,Hyderabad,2022-11-11,Family Shopper
3316,Sean Tate,inelson@example.net,Female,52,Mysuru,2024-04-17,Fashionista
3317,Jennifer Harper,esanders@example.com,Female,28,Bengaluru,2024-09-22,Fashionista
3318,Alyssa Stephenson,kenneth27@example.org,Male,35,Jaipur,2022-06-14,Tech Enthusiast
3319,Erika Vaughn,santanarichard@example.org,Female,23,Chennai,2023-11-05,Fashionista
3320,Caitlin Fowler,iolson@example.org,Female,22,Lucknow,2023-01-19,Family Shopper
3321,Melvin Gilbert,leonardnguyen@example.org,Female,42,Kolkata,2021-08-23,Family Shopper
3322,Scott Harris MD,hubbardjennifer@example.net,Male,59,Jaipur,2024-12-31,Fashionista
3323,Joseph Gonzalez,jacquelinedunn@example.net,Female,34,Hyderabad,2024-11-09,Tech Enthusiast
3324,William Foster,michelle85@example.org,Female,24,Chennai,2021-07-05,Fashionista
3325,Jeremy Myers,garciajason@example.net,Male,28,Jaipur,2024-07-18,Tech Enthusiast
3326,Melissa Davis,trevorpalmer@example.com,Female,37,Chennai,2022-05-14,Family Shopper
3327,Daniel Palmer,gregorypitts@example.net,Female,68,Meerut,2021-04-28,Fashionista
3328,Sandra Cabrera,mschmidt@example.net,Male,36,Delhi,2024-09-06,Family Shopper
3329,Kimberly Medina DVM,julie49@example.org,Female,36,Hyderabad,2022-12-16,Family Shopper
3330,Valerie Casey,williamsashley@example.org,Male,30,Hyderabad,2021-08-25,Family Shopper
3331,Hannah Martinez,fredericktorres@example.org,Female,70,Bhopal,2023-03-04,Family Shopper
3332,Christopher Bird,omcintyre@example.net,Female,39,Delhi,2021-09-04,Fashionista
3333,Shawn Perkins,daniellefuller@example.com,Male,44,Kolkata,2024-05-09,Family Shopper
3334,Isaiah Fleming,holmeswilliam@example.org,Female,28,Chennai,2021-10-23,Family Shopper
3335,Barbara Diaz,salasdanielle@example.org,Male,53,Gorakhpur,2021-03-29,Fashionista
